ENCODED_MCT,TA_YM,HPSN_MCT_BZN_CD_NM,closure_probability,risk_score,risk_level,risk_type,priority,classification_confidence,MCT_NM
003473B465,202412,뚝섬,0.0030151287,0,Very Low,정상,normal,0.0,바틀****************
FD0DB1E115,202412,옥수,0.00030626968,0,Very Low,정상,normal,0.0,와이****
0C8815C811,202412,마장동,4.6598972e-05,0,Very Low,정상,normal,0.0,변산******
F0892BD2A8,202412,성수,0.004072545,0,Very Low,정상,normal,0.0,옛날*****
F095DE8367,202412,,3.1896452e-06,0,Very Low,정상,normal,0.0,남원********
F0B6F6E0EA,202412,성수,0.0012532808,0,Very Low,정상,normal,0.0,노이*****
F0EEF6ECD0,202412,,8.8234745e-05,0,Very Low,정상,normal,0.0,퍼멘******
F11C32EC58,202412,한양대,5.855846e-07,0,Very Low,정상,normal,0.0,대*
F12638FC09,202412,마장동,0.0006580684,0,Very Low,정상,normal,0.0,보경**
F136D24734,202412,한양대,0.0018295777,0,Very Low,정상,normal,0.0,달콤****
F147CC2C63,202412,옥수,0.0010086467,0,Very Low,정상,normal,0.0,옥수*****
F1758BF01F,202412,왕십리,0.0002928137,0,Very Low,정상,normal,0.0,바오*********
F17FFADBDA,202412,행당,2.7044866e-06,0,Very Low,정상,normal,0.0,한마***
F1823DF685,202412,신금호,0.00039882588,0,Very Low,정상,normal,0.0,포마***
F7FAA7961C,202412,성수,0.000307412,0,Very Low,정상,normal,0.0,헤*
F1A9A57B7B,202412,뚝섬,4.8203066e-07,0,Very Low,정상,normal,0.0,먼데******************
F1C69918DF,202412,,2.714802e-05,0,Very Low,정상,normal,0.0,국수**
F1F48E332E,202412,한양대,0.00045778503,0,Very Low,정상,normal,0.0,한양****
F1F5DC5BD6,202412,,0.0015185002,0,Very Low,정상,normal,0.0,성원**
F20A9C3F30,202412,금남시장,1.4974482e-05,0,Very Low,정상,normal,0.0,해*
F2119F711A,202412,성수,2.451603e-06,0,Very Low,정상,normal,0.0,철길***
F2357E23BC,202412,답십리,0.004999551,0,Very Low,정상,normal,0.0,제*
F24E9532C3,202412,한양대,8.987309e-06,0,Very Low,정상,normal,0.0,역전*********
F24F0E217A,202412,성수,5.306809e-05,0,Very Low,정상,normal,0.0,피어***
F259ACF16D,202412,한양대,1.133749e-06,0,Very Low,정상,normal,0.0,한양***
F25F012B89,202412,,9.862958e-07,0,Very Low,정상,normal,0.0,바틀**
F276A1602F,202412,성수,0.0011930816,0,Very Low,정상,normal,0.0,한일**
F18AEC23C8,202412,성수,0.00014584075,0,Very Low,정상,normal,0.0,성수**
EE4985D57B,202412,뚝섬,0.0005698465,0,Very Low,정상,normal,0.0,도그**
EE564B1E57,202412,왕십리,2.2554475e-05,0,Very Low,정상,normal,0.0,푸줏*****
EE79357E42,202412,한양대,0.0001220848,0,Very Low,정상,normal,0.0,미미**********
EE7B25452C,202412,,7.910259e-06,0,Very Low,정상,normal,0.0,본금***
EE7D3593F6,202412,뚝섬,6.0870076e-05,0,Very Low,정상,normal,0.0,더포*******
EE8D458B93,202412,,0.00026144693,0,Very Low,정상,normal,0.0,와이***********
EE91547CA3,202412,,8.413897e-05,0,Very Low,정상,normal,0.0,반디****
EEA824DBB4,202412,마장동,6.7979227e-06,0,Very Low,정상,normal,0.0,수정**
EECEBE2010,202412,,0.0002928578,0,Very Low,정상,normal,0.0,오키**
EF32AB6F09,202412,마장동,1.7573642e-05,0,Very Low,정상,normal,0.0,대성**
EF414AEF31,202412,,0.00018059139,0,Very Low,정상,normal,0.0,봉주**
EF6C8B42CB,202412,옥수,4.427462e-06,0,Very Low,정상,normal,0.0,프로****
0C71B9E39A,202412,뚝섬,0.0005457378,0,Very Low,정상,normal,0.0,성수*****
EFEE980DF0,202412,,7.337194e-05,0,Very Low,정상,normal,0.0,읍천***********
F0334CCD5D,202412,금남시장,9.163449e-05,0,Very Low,정상,normal,0.0,큰집*******
F03D2DB87E,202412,,8.816153e-07,0,Very Low,정상,normal,0.0,백선************
F05B47B74E,202412,왕십리,0.00646292,0,Very Low,정상,normal,0.0,스시***
F05E581558,202412,옥수,2.0461e-05,0,Very Low,정상,normal,0.0,일품***
F0879D5E1E,202412,금남시장,7.296676e-05,0,Very Low,정상,normal,0.0,금대***
0BF9751673,202412,한양대,7.0711314e-05,0,Very Low,정상,normal,0.0,루루****
0BFA50A379,202412,뚝섬,0.009041032,0,Very Low,정상,normal,0.0,성수*********
0C074FD60A,202412,성수,4.3392302e-07,0,Very Low,정상,normal,0.0,사운*******
0C1B547B6E,202412,성수,0.00017070293,0,Very Low,정상,normal,0.0,에젤**
0C25C3B746,202412,성수,0.00030836777,0,Very Low,정상,normal,0.0,성수*******
0C579C8DE3,202412,성수,0.0004931187,0,Very Low,정상,normal,0.0,그린****
0C5EE2823A,202412,금남시장,5.2454966e-06,0,Very Low,정상,normal,0.0,옥수****
EFE2BD2AEE,202412,왕십리,0.008761516,0,Very Low,정상,normal,0.0,갓잇*********
F59ADB02C2,202412,성수,2.5018024e-05,0,Very Low,정상,normal,0.0,문문*
F5A33FDFC2,202412,뚝섬,4.589754e-07,0,Very Low,정상,normal,0.0,뚝딱****
F5B18447D1,202412,,3.2693195e-05,0,Very Low,정상,normal,0.0,고향**
F5D09BB486,202412,왕십리,0.001552691,0,Very Low,정상,normal,0.0,일품*****
F5D2297649,202412,왕십리,4.1929092e-05,0,Very Low,정상,normal,0.0,푸라******
F5F6298388,202412,답십리,3.912522e-06,0,Very Low,정상,normal,0.0,동호**
F5FA25FE2A,202412,신금호,2.8885892e-05,0,Very Low,정상,normal,0.0,홍대****
F64AF24030,202412,옥수,0.00015597016,0,Very Low,정상,normal,0.0,89**
F653A2F32F,202412,성수,0.0022321215,0,Very Low,정상,normal,0.0,봄의******
F65588F354,202412,,0.0013796693,0,Very Low,정상,normal,0.0,벨기***
F666E3264F,202412,성수,0.0006910981,0,Very Low,정상,normal,0.0,유진**
F677279FBB,202412,장한평자동차,6.469568e-06,0,Very Low,정상,normal,0.0,청해*
F27F93CCEE,202412,마장동,0.0025449332,0,Very Low,정상,normal,0.0,우여*
F6AC821645,202412,옥수,1.0195683e-06,0,Very Low,정상,normal,0.0,펑키***
F701A56FBD,202412,왕십리,0.0009388041,0,Very Low,정상,normal,0.0,황*
F717AC887A,202412,왕십리,0.000116524665,0,Very Low,정상,normal,0.0,애리***
F717FD0621,202412,금남시장,5.8652913e-06,0,Very Low,정상,normal,0.0,유쾌**
F719EFDFC0,202412,왕십리,0.00019701102,0,Very Low,정상,normal,0.0,어메**
F72B20D757,202412,금남시장,0.008455556,0,Very Low,정상,normal,0.0,타탄*****************
F789DAA8C6,202412,,1.7431432e-05,0,Very Low,정상,normal,0.0,곱창**
F7C857EF14,202412,왕십리,0.00019272651,0,Very Low,정상,normal,0.0,거창**
F7CED7B6BD,202412,뚝섬,1.4886438e-06,0,Very Low,정상,normal,0.0,밥플*****************
F7D24B9BB0,202412,,7.329901e-05,0,Very Low,정상,normal,0.0,부*
F7E9A69F8D,202412,,2.84308e-05,0,Very Low,정상,normal,0.0,테크******
F7ED8A9A8C,202412,뚝섬,0.0005694599,0,Very Low,정상,normal,0.0,명가*********
F67809447B,202412,왕십리,0.007948124,0,Very Low,정상,normal,0.0,똥파*
F293AC18EB,202412,한양대,1.6549862e-05,0,Very Low,정상,normal,0.0,짱*
F2E74AE874,202412,성수,0.00091783237,0,Very Low,정상,normal,0.0,리슨***
F305B5BE93,202412,성수,0.0015039537,0,Very Low,정상,normal,0.0,비비***
F326DA276A,202412,,4.9426e-06,0,Very Low,정상,normal,0.0,핏자******
F3413EEBA2,202412,,0.00014336045,0,Very Low,정상,normal,0.0,신호**
F34A09F515,202412,성수,7.965105e-05,0,Very Low,정상,normal,0.0,마시***********
F3AD4E7EF8,202412,성수,1.6579497e-05,0,Very Low,정상,normal,0.0,행복**
F3B534E564,202412,마장동,0.00037913743,0,Very Low,정상,normal,0.0,권영******
F3C5C230B0,202412,신금호,0.00095975236,0,Very Low,정상,normal,0.0,페리****
F3D4CF71FF,202412,,1.1992789e-05,0,Very Low,정상,normal,0.0,신샘******
F3F835C942,202412,뚝섬,0.00018209069,0,Very Low,정상,normal,0.0,청죽***
F4157A9FA4,202412,왕십리,0.0039741495,0,Very Low,정상,normal,0.0,한방****
F58CA84077,202412,성수,0.00027660956,0,Very Low,정상,normal,0.0,커피********
F42D0B483B,202412,성수,0.0003586638,0,Very Low,정상,normal,0.0,동부**
F43CAD08EC,202412,성수,1.4807974e-05,0,Very Low,정상,normal,0.0,백두**
F4696BFFD9,202412,왕십리,5.7662866e-05,0,Very Low,정상,normal,0.0,그린*
F46D45E328,202412,답십리,0.0010938576,0,Very Low,정상,normal,0.0,미*
F4A797E2D3,202412,왕십리,0.0012353008,0,Very Low,정상,normal,0.0,싱싱*****
F4BEB03DA2,202412,성수,0.00059455563,0,Very Low,정상,normal,0.0,어피*****
F4C22C0FED,202412,뚝섬,7.8762355e-08,0,Very Low,정상,normal,0.0,금일**
F4E7570A2E,202412,,0.00017415681,0,Very Low,정상,normal,0.0,더가*****
F4F3149034,202412,성수,0.00046236088,0,Very Low,정상,normal,0.0,미*
F512DF538E,202412,한양대,0.0018295777,0,Very Low,정상,normal,0.0,맘스*******
F52CC07BC8,202412,한양대,0.0011830877,0,Very Low,정상,normal,0.0,갱*
F5449AAD7F,202412,마장동,6.555666e-05,0,Very Low,정상,normal,0.0,나눔****
F565E3EC41,202412,왕십리,1.4387868e-05,0,Very Low,정상,normal,0.0,앤*
F425FD13E4,202412,뚝섬,3.540764e-05,0,Very Low,정상,normal,0.0,돈벼***
103A5AE48B,202412,성수,6.4923065e-06,0,Very Low,정상,normal,0.0,성수*****
105CC28499,202412,답십리,0.00046257162,0,Very Low,정상,normal,0.0,보쌈******
107D13BB20,202412,왕십리,5.2643545e-06,0,Very Low,정상,normal,0.0,곽선****
1095E71AA8,202412,마장동,9.159682e-06,0,Very Low,정상,normal,0.0,대용**
035ADB2AA8,202412,,0.0013796693,0,Very Low,정상,normal,0.0,리커******
C9F99AA41B,202412,성수,0.00030791946,0,Very Low,정상,normal,0.0,청수***
C9FDD0D766,202412,왕십리,2.6200114e-06,0,Very Low,정상,normal,0.0,썬더**
C9FF8B2E0B,202412,금남시장,2.8063778e-05,0,Very Low,정상,normal,0.0,엄마*****
CA01F6A76C,202412,왕십리,1.1052775e-05,0,Very Low,정상,normal,0.0,주전*
CA28FD6B8A,202412,행당,0.0002896923,0,Very Low,정상,normal,0.0,왕십***
CA4136E334,202412,장한평자동차,1.1912675e-06,0,Very Low,정상,normal,0.0,와이************
CA4D5857BC,202412,성수,4.8737047e-06,0,Very Low,정상,normal,0.0,매머************
E19118E99D,202412,한양대,0.0021392717,0,Very Low,정상,normal,0.0,혜원****
CA5F53A33F,202412,한양대,7.248541e-07,0,Very Low,정상,normal,0.0,왕십***
CA60093BA7,202412,답십리,6.0683914e-07,0,Very Low,정상,normal,0.0,달콤***********
CA789A700E,202412,,7.077185e-06,0,Very Low,정상,normal,0.0,온누*
CA81C3788D,202412,금남시장,5.9077356e-05,0,Very Low,정상,normal,0.0,반도***
CACF934A33,202412,장한평자동차,1.3761995e-06,0,Very Low,정상,normal,0.0,남도**
CACFB96D47,202412,왕십리,6.943345e-05,0,Very Low,정상,normal,0.0,넝쿨**
CAD1383581,202412,왕십리,0.00028323426,0,Very Low,정상,normal,0.0,사파*
CADFDBF8E5,202412,뚝섬,8.3145034e-07,0,Very Low,정상,normal,0.0,화로**
CB2533B6A3,202412,금남시장,0.0040958812,0,Very Low,정상,normal,0.0,아구***********
CB2F55FC97,202412,한양대,0.0016625015,0,Very Low,정상,normal,0.0,서울***
CB3797D731,202412,왕십리,5.9098038e-05,0,Very Low,정상,normal,0.0,일일*
CB42B1688B,202412,왕십리,1.6035838e-05,0,Very Low,정상,normal,0.0,카페*************
CA54464181,202412,성수,0.00010277554,0,Very Low,정상,normal,0.0,케익*****
C9915FFC82,202412,,1.3100645e-05,0,Very Low,정상,normal,0.0,상상********
C9934643AC,202412,성수,3.490147e-06,0,Very Low,정상,normal,0.0,사*
C9EC8F7695,202412,성수,8.98132e-06,0,Very Low,정상,normal,0.0,장원**
C9EF27B57A,202412,성수,0.0036323143,0,Very Low,정상,normal,0.0,계자*
02826B57BE,202412,마장동,6.8934526e-07,0,Very Low,정상,normal,0.0,다정**
0286E31425,202412,,0.0014541341,0,Very Low,정상,normal,0.0,장미**
029F2B4A59,202412,,0.00027843047,0,Very Low,정상,normal,0.0,로우*
02A32AE992,202412,,0.0009136055,0,Very Low,정상,normal,0.0,카페**
02B146CDF2,202412,왕십리,1.2836427e-06,0,Very Low,정상,normal,0.0,한식**
02B9A2CC01,202412,마장동,4.6033572e-05,0,Very Low,정상,normal,0.0,마장*******
02EECADFE6,202412,뚝섬,0.0033654703,0,Very Low,정상,normal,0.0,아이*
02FE4FD151,202412,뚝섬,0.0016117326,0,Very Low,정상,normal,0.0,로우*****
103335BDCE,202412,한양대,0.00017883381,0,Very Low,정상,normal,0.0,원조****
0328418F66,202412,성수,1.0624054e-05,0,Very Low,정상,normal,0.0,솔솥****
0335548947,202412,뚝섬,2.704105e-05,0,Very Low,정상,normal,0.0,샌드**
033F56E9A8,202412,왕십리,7.325966e-05,0,Very Low,정상,normal,0.0,금녕**
0F236D513F,202412,뚝섬,8.588285e-06,0,Very Low,정상,normal,0.0,래빗****
0F62D2C2CF,202412,성수,2.4537347e-05,0,Very Low,정상,normal,0.0,우돈**
0F646F50F7,202412,뚝섬,1.5821674e-06,0,Very Low,정상,normal,0.0,더카*******
0F6B536D3D,202412,성수,2.92527e-05,0,Very Low,정상,normal,0.0,리타***
0FA542A8DB,202412,장한평자동차,1.4142779e-05,0,Very Low,정상,normal,0.0,대지**
0FDB111E34,202412,성수,1.8731411e-06,0,Very Low,정상,normal,0.0,빅쭌****
1023E7B792,202412,한양대,3.702215e-06,0,Very Low,정상,normal,0.0,주*
102BD17A37,202412,,0.00033157438,0,Very Low,정상,normal,0.0,더 *************
10320FAE94,202412,성수,0.0047886954,0,Very Low,정상,normal,0.0,투파********
0305234DDB,202412,성수,0.0030151287,0,Very Low,정상,normal,0.0,이디**********
CDD05905F4,202412,답십리,0.00023755236,0,Very Low,정상,normal,0.0,코뚜***
CDDAE64AC2,202412,왕십리,1.9252702e-06,0,Very Low,정상,normal,0.0,포르**
CDDFB5390C,202412,뚝섬,0.00039100213,0,Very Low,정상,normal,0.0,숙도**
CDFDDEE207,202412,금남시장,0.000109419954,0,Very Low,정상,normal,0.0,이모****
CE0E9B9A73,202412,뚝섬,0.0050542885,0,Very Low,정상,normal,0.0,루쎄********
CE23799B3A,202412,신금호,0.0011490165,0,Very Low,정상,normal,0.0,설내****
CE35329FA0,202412,뚝섬,9.129355e-05,0,Very Low,정상,normal,0.0,강남******
CE3D519C06,202412,한양대,0.004406085,0,Very Low,정상,normal,0.0,장어**
CE4E66121E,202412,마장동,3.0846146e-05,0,Very Low,정상,normal,0.0,혜인**
CE70A9427E,202412,뚝섬,4.061196e-05,0,Very Low,정상,normal,0.0,바인*********
CEC2707AF8,202412,한양대,0.0016117326,0,Very Low,정상,normal,0.0,컴포**********
CECDA06CB5,202412,,6.8459156e-07,0,Very Low,정상,normal,0.0,가보***
CB9C109826,202412,행당,0.0039515034,0,Very Low,정상,normal,0.0,쪼꼬***
CED8E4AEE5,202412,장한평자동차,7.6736605e-08,0,Very Low,정상,normal,0.0,이도**
CEF3D93273,202412,행당,4.271747e-06,0,Very Low,정상,normal,0.0,종로**
CEF5C00333,202412,답십리,0.00020123506,0,Very Low,정상,normal,0.0,해원**
CF090D5B8C,202412,,2.4541714e-06,0,Very Low,정상,normal,0.0,한우**
CF11E9E059,202412,성수,2.8936558e-06,0,Very Low,정상,normal,0.0,매머***************
CF178591B8,202412,,3.558427e-05,0,Very Low,정상,normal,0.0,조개****
CF185DF6A6,202412,한양대,2.7207452e-05,0,Very Low,정상,normal,0.0,한양*********
CF4878F0AB,202412,옥수,3.817896e-06,0,Very Low,정상,normal,0.0,푸라*****
CF7D4E4D69,202412,옥수,0.00027153778,0,Very Low,정상,normal,0.0,함흥***
CF932F2737,202412,왕십리,3.926794e-06,0,Very Low,정상,normal,0.0,어사***
CF93CCB79E,202412,왕십리,0.0040651327,0,Very Low,정상,normal,0.0,행당**
CFA3039DF1,202412,,2.7037748e-05,0,Very Low,정상,normal,0.0,하*
CED054F322,202412,,0.0001529603,0,Very Low,정상,normal,0.0,퀴바*
CBBE8C9ACE,202412,,0.004314434,0,Very Low,정상,normal,0.0,성*
CC1114DFB5,202412,성수,0.0003791313,0,Very Low,정상,normal,0.0,정든*
CC2F434D9D,202412,금남시장,8.307589e-06,0,Very Low,정상,normal,0.0,양씨*
CC35AA9223,202412,,0.0003715269,0,Very Low,정상,normal,0.0,네네******
CC35F3E6A1,202412,마장동,6.3400366e-05,0,Very Low,정상,normal,0.0,가람**
CC3A3D392C,202412,금남시장,6.8e-05,0,Very Low,정상,normal,0.0,도르****
CC6E68F51E,202412,성수,0.0024672868,0,Very Low,정상,normal,0.0,효자**********
CC80B4E678,202412,,1.3858567e-05,0,Very Low,정상,normal,0.0,하은***
CC85B20721,202412,,0.0001012019,0,Very Low,정상,normal,0.0,카페******
CC8638F044,202412,왕십리,1.3817605e-05,0,Very Low,정상,normal,0.0,반찬**
CC9BA90614,202412,금남시장,0.00237625,0,Very Low,정상,normal,0.0,수랏*
CCA3577DE7,202412,왕십리,2.2103616e-06,0,Very Low,정상,normal,0.0,한방****
CDAEDB0A25,202412,마장동,4.6612302e-05,0,Very Low,정상,normal,0.0,이디********
CCC1A20AF8,202412,성수,1.7757726e-05,0,Very Low,정상,normal,0.0,벱(****
CCD21AE0A4,202412,,0.0041246577,0,Very Low,정상,normal,0.0,서울**
CCD6FF6A66,202412,,1.351753e-05,0,Very Low,정상,normal,0.0,영주**
CCE28D1338,202412,,0.00032615362,0,Very Low,정상,normal,0.0,팔레*
CCFF1D98D6,202412,왕십리,1.1312206e-06,0,Very Low,정상,normal,0.0,쌤*
CD0848A352,202412,뚝섬,1.6180894e-06,0,Very Low,정상,normal,0.0,쥬씨*****
CD0A4EA5E0,202412,왕십리,2.0823682e-05,0,Very Low,정상,normal,0.0,만대**
CD0C6BA93A,202412,,0.0073741563,0,Very Low,정상,normal,0.0,위아***
CD14EDE90F,202412,,0.00014560285,0,Very Low,정상,normal,0.0,카페**
CD17D7F552,202412,마장동,8.407287e-06,0,Very Low,정상,normal,0.0,천안****
CD4571800C,202412,,0.0065882895,0,Very Low,정상,normal,0.0,유*
CD4D9C986E,202412,뚝섬,9.877803e-07,0,Very Low,정상,normal,0.0,르셀*******
CD542717CA,202412,,0.00087011734,0,Very Low,정상,normal,0.0,군자**
CCAD277073,202412,성수,5.6681563e-07,0,Very Low,정상,normal,0.0,도깨*
C30C25CDA5,202412,,2.469187e-06,0,Very Low,정상,normal,0.0,누가**
C30D7020C4,202412,,4.5827655e-06,0,Very Low,정상,normal,0.0,탑와***
C31C533DC4,202412,성수,5.8102202e-08,0,Very Low,정상,normal,0.0,대구****
C33E478AD0,202412,,0.0012574693,0,Very Low,정상,normal,0.0,그린**
C356A661EB,202412,한양대,8.909057e-06,0,Very Low,정상,normal,0.0,이찌*********
C372007CE6,202412,,8.391819e-06,0,Very Low,정상,normal,0.0,신촌***
C3BF4915D5,202412,,0.00012846981,0,Very Low,정상,normal,0.0,칠칠********************
C3CE191BFB,202412,금남시장,0.0007447028,0,Very Low,정상,normal,0.0,미*
C3D4010F52,202412,성수,2.4094683e-05,0,Very Low,정상,normal,0.0,디디******
C3D51FA850,202412,,0.00061253796,0,Very Low,정상,normal,0.0,소랑**
C3E5582C1B,202412,한양대,2.3687812e-06,0,Very Low,정상,normal,0.0,빨강**
C3E6D8B14F,202412,행당,0.003384267,0,Very Low,정상,normal,0.0,이혜*******
C990B38CA7,202412,,0.00016700529,0,Very Low,정상,normal,0.0,부요**
C40079D748,202412,,1.6387876e-05,0,Very Low,정상,normal,0.0,대성**
C41A3932CE,202412,,0.0066200728,0,Very Low,정상,normal,0.0,우영***
C42A4207F3,202412,답십리,0.0029638335,0,Very Low,정상,normal,0.0,충북**
C432317FC6,202412,답십리,1.4778722e-06,0,Very Low,정상,normal,0.0,자연**
C45383D8D3,202412,뚝섬,0.0013114199,0,Very Low,정상,normal,0.0,나츠*
C45BC175C8,202412,옥수,0.0007138266,0,Very Low,정상,normal,0.0,이디***
C46428C39E,202412,왕십리,1.2934066e-07,0,Very Low,정상,normal,0.0,하늘****
C47DE85D62,202412,뚝섬,0.0024002916,0,Very Low,정상,normal,0.0,매*
C4A3CC1A88,202412,왕십리,0.0033066247,0,Very Low,정상,normal,0.0,보다**
C4B01C15B0,202412,성수,0.0018295777,0,Very Low,정상,normal,0.0,착한**
C4B2112114,202412,성수,0.0026901131,0,Very Low,정상,normal,0.0,리브*
C4BF630797,202412,뚝섬,0.00045660595,0,Very Low,정상,normal,0.0,오뜨*******
C3EB37225E,202412,성수,3.6295244e-06,0,Very Low,정상,normal,0.0,37***********
C15C0FAF26,202412,마장동,1.8266976e-05,0,Very Low,정상,normal,0.0,제철********
C15F41870C,202412,,6.51712e-06,0,Very Low,정상,normal,0.0,고고**
C174E3CA47,202412,,7.6798045e-05,0,Very Low,정상,normal,0.0,깜닭**
C1853F0228,202412,왕십리,6.131775e-05,0,Very Low,정상,normal,0.0,높은*******
C18835BA2E,202412,왕십리,0.00025330725,0,Very Low,정상,normal,0.0,달리***
C18C547370,202412,금남시장,1.5735752e-07,0,Very Low,정상,normal,0.0,타코*****
C1A729DDD7,202412,왕십리,3.2385553e-05,0,Very Low,정상,normal,0.0,에이******
C1C06DF70A,202412,한양대,0.0065791323,0,Very Low,정상,normal,0.0,설빙****
C1C2E714D4,202412,왕십리,0.0010798218,0,Very Low,정상,normal,0.0,친구**
C1C544732B,202412,,0.0019032774,0,Very Low,정상,normal,0.0,피오******
C1C5F1B907,202412,,4.3944026e-05,0,Very Low,정상,normal,0.0,정가***
C1CF5ADDEC,202412,,1.4338489e-05,0,Very Low,정상,normal,0.0,미쳐*********
C2917321B5,202412,성수,0.00021640494,0,Very Low,정상,normal,0.0,와이*
C1E11E7838,202412,성수,0.00034346728,0,Very Low,정상,normal,0.0,쿨베***********
C21A5454F4,202412,신금호,0.0020769502,0,Very Low,정상,normal,0.0,우리**
C21D7968F4,202412,신금호,0.0059080436,0,Very Low,정상,normal,0.0,신한********
C2207433F7,202412,한양대,1.8153118e-07,0,Very Low,정상,normal,0.0,한솥***********
C22422FD12,202412,,0.00045076935,0,Very Low,정상,normal,0.0,자담******
C2261977A8,202412,,0.0005171006,0,Very Low,정상,normal,0.0,한성**
C229B393D6,202412,성수,2.632587e-07,0,Very Low,정상,normal,0.0,씨탑******
C22B08730F,202412,뚝섬,1.343538e-05,0,Very Low,정상,normal,0.0,서울****
C241964DED,202412,,0.000116209754,0,Very Low,정상,normal,0.0,미남*
C256EA2AC7,202412,뚝섬,7.965105e-05,0,Very Low,정상,normal,0.0,화포*
C265B15B41,202412,금남시장,0.004564042,0,Very Low,정상,normal,0.0,용가*
C26F430D81,202412,,1.1917311e-06,0,Very Low,정상,normal,0.0,삼덕**
C2738D1B5D,202412,왕십리,1.811544e-05,0,Very Low,정상,normal,0.0,쭈꾸*****
C1D8EF8820,202412,왕십리,0.00010062031,0,Very Low,정상,normal,0.0,키친***
C7D707F1E2,202412,,3.9319916e-06,0,Very Low,정상,normal,0.0,고박*******
C7E3B6D61A,202412,왕십리,0.0009920619,0,Very Low,정상,normal,0.0,크레*********
C7EB1E8F0F,202412,성수,5.619922e-05,0,Very Low,정상,normal,0.0,일월****
C7F49C4961,202412,뚝섬,0.006093076,0,Very Low,정상,normal,0.0,제이*
C800A70770,202412,뚝섬,1.7979559e-05,0,Very Low,정상,normal,0.0,푸른*
C818CC20CF,202412,왕십리,3.5321702e-06,0,Very Low,정상,normal,0.0,능한**
C829E2FF48,202412,뚝섬,9.09224e-05,0,Very Low,정상,normal,0.0,토리**
C83AA6A77D,202412,성수,9.994567e-08,0,Very Low,정상,normal,0.0,성수***
C83DB3B632,202412,마장동,2.3022332e-05,0,Very Low,정상,normal,0.0,화랑**
C83F9C3B91,202412,성수,0.00272896,0,Very Low,정상,normal,0.0,다도**
C8670ECB8D,202412,신금호,1.3857365e-05,0,Very Low,정상,normal,0.0,닉앤****
933122CC60,202412,,3.139667e-05,0,Very Low,정상,normal,0.0,신전***
C4EB3CD558,202412,왕십리,2.3512814e-07,0,Very Low,정상,normal,0.0,용문**
C87A5EFBD3,202412,신금호,1.2843559e-05,0,Very Low,정상,normal,0.0,할머***
C8892CAE05,202412,,8.424117e-06,0,Very Low,정상,normal,0.0,환상**
C8A02ED0B7,202412,왕십리,0.002364812,0,Very Low,정상,normal,0.0,수랏*
C8DB619114,202412,성수,0.00826304,0,Very Low,정상,normal,0.0,고흥*
C8E1C54769,202412,신금호,0.004655097,0,Very Low,정상,normal,0.0,막퍼*******
C8ECC49AA2,202412,성수,2.0837746e-05,0,Very Low,정상,normal,0.0,성수**
C919038375,202412,,5.8925953e-06,0,Very Low,정상,normal,0.0,보배**
C948BD5C50,202412,성수,1.738876e-05,0,Very Low,정상,normal,0.0,김뚜**********
C950C04B17,202412,성수,0.0013796693,0,Very Low,정상,normal,0.0,노다*
C9550798B7,202412,마장동,0.00024073604,0,Very Low,정상,normal,0.0,광장**
C95A3B0715,202412,,9.651596e-05,0,Very Low,정상,normal,0.0,지하***
C970710431,202412,뚝섬,2.7003556e-05,0,Very Low,정상,normal,0.0,핍스*******
C87781D0BD,202412,왕십리,0.0051627494,0,Very Low,정상,normal,0.0,왕십******
C534CA7692,202412,옥수,1.4064832e-06,0,Very Low,정상,normal,0.0,오늘******
C537E1C417,202412,왕십리,4.937728e-06,0,Very Low,정상,normal,0.0,섬김**
C53BCF7844,202412,성수,0.000811039,0,Very Low,정상,normal,0.0,수제*****
C549675902,202412,마장동,0.00039549283,0,Very Low,정상,normal,0.0,정호**
C56839C38F,202412,뚝섬,0.0056368923,0,Very Low,정상,normal,0.0,호미*
C59F032CAC,202412,한양대,2.5514877e-05,0,Very Low,정상,normal,0.0,밸런***
C5BB2467D5,202412,성수,3.6540752e-07,0,Very Low,정상,normal,0.0,황금**
C5BFDBE81E,202412,,0.00036071846,0,Very Low,정상,normal,0.0,장흥*
C5C7C7B0FE,202412,뚝섬,1.047547e-06,0,Very Low,정상,normal,0.0,청죽*
C5CAC5BC9E,202412,신금호,0.00054617913,0,Very Low,정상,normal,0.0,설내*
C5DBF39698,202412,성수,4.4998483e-06,0,Very Low,정상,normal,0.0,아가*******
C5E2F46391,202412,성수,0.00036710294,0,Very Low,정상,normal,0.0,엄마****
C7A37F14A6,202412,답십리,0.0004179633,0,Very Low,정상,normal,0.0,키미***
C6078C61EF,202412,,9.7774224e-05,0,Very Low,정상,normal,0.0,대촌*
C6363F8E19,202412,금남시장,0.00045854013,0,Very Low,정상,normal,0.0,메가*********
C64FD46BFC,202412,,2.6584965e-05,0,Very Low,정상,normal,0.0,덕흥***
C6A16C1225,202412,,0.008203402,0,Very Low,정상,normal,0.0,고기********
C6BCB34B2F,202412,왕십리,0.0002030129,0,Very Low,정상,normal,0.0,상왕******
C6C9F3F826,202412,성수,1.204949e-06,0,Very Low,정상,normal,0.0,얌샘*******
C70D8E86E1,202412,,6.7196033e-06,0,Very Low,정상,normal,0.0,웨스***
C710E8B62F,202412,마장동,8.6747707e-07,0,Very Low,정상,normal,0.0,청운**
C7323D89BF,202412,답십리,9.005512e-05,0,Very Low,정상,normal,0.0,후참*
C74C8A6CB8,202412,한양대,0.0007550724,0,Very Low,정상,normal,0.0,청년*************
